"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"18171","1","10","71","0","2016","1","",6,15,15,16,156468,0,0,785,"",6.68,0.43,0.44,0.46,0.33,0.00,0.00,0.75,"",0,0.0,-3,-16.7,0,0.0,0,0.0,-9104,-5.5,0,0.0,0,0.0,5,0.6
"18171","2","10","71","0","2016","1","",7,23,24,25,254990,0,0,817,"",6.82,0.41,0.42,0.43,0.47,0.00,0.00,1.12,"",1,16.7,1,4.5,2,9.1,4,19.0,35810,16.3,0,0.0,0,0.0,39,5.0
"18171","3","10","71","0","2016","1","",11,320,315,326,2514363,23632,118,604,"",4.38,1.80,1.78,1.79,1.76,0.26,0.10,0.98,"",0,0.0,-1,-0.3,-10,-3.1,7,2.2,16182,0.6,-72,-0.3,-1,-0.8,7,1.2
"18171","5","10","71","0","2016","1","",120,1389,1373,1410,13416920,8418906,227978,742,"",0.86,0.94,0.94,0.94,0.97,1.01,1.01,1.03,"",-1,-0.8,-40,-2.8,-60,-4.2,-84,-5.6,-86466,-0.6,-264273,-3.0,-48415,-17.5,27,3.8
"18173","0","10","70","0","2016","1","",1122,15598,15579,15744,168935910,89955415,1433527,831,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",21,1.9,465,3.1,364,2.4,373,2.4,3738426,2.3,1428036,1.6,-184184,-11.4,-3,-0.4
"18173","1","10","71","0","2016","1","",8,101,103,100,1252573,0,0,951,"",1.14,0.33,0.33,0.32,0.26,0.00,0.00,0.78,"",-1,-11.1,-2,-1.9,2,2.0,-3,-2.9,-113820,-8.3,0,0.0,0,0.0,-76,-7.4
"18173","2","10","71","0","2016","1","",13,64,65,71,686882,0,0,793,"",1.63,0.13,0.13,0.14,0.12,0.00,0.00,0.94,"",-1,-7.1,-6,-8.6,-2,-3.0,6,9.2,12817,1.9,0,0.0,0,0.0,23,3.0
"18173","3","10","71","0","2016","1","",19,2101,2057,2055,18514946,3468414,32276,688,"",0.97,1.33,1.29,1.27,1.25,3.62,4.33,0.97,"",0,0.0,32,1.5,-5,-0.2,11,0.5,667775,3.7,-62068,-1.8,-7664,-19.2,21,3.1
"18173","5","10","71","0","2016","1","",1082,13332,13354,13518,148481509,86487001,1401251,852,"",0.99,1.01,1.01,1.02,1.03,0.97,0.98,1.02,"",23,2.2,441,3.4,369,2.8,359,2.7,3171654,2.2,1490104,1.8,-176520,-11.2,-7,-0.8
"18175","0","10","70","0","2016","1","",473,5727,5762,5845,45392959,26741525,664296,604,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",13,2.8,-12,-0.2,70,1.2,66,1.1,218221,0.5,-194018,-0.7,-186821,-22.0,-2,-0.3
"18175","1","10","71","0","2016","1","",6,59,59,60,698861,0,0,906,"",2.03,0.52,0.52,0.52,0.53,0.00,0.00,1.03,"",1,20.0,4,7.3,9,18.0,4,7.1,-13901,-2.0,0,0.0,0,0.0,-116,-11.4
"18175","2","10","71","0","2016","1","",13,45,44,45,437043,0,0,753,"",3.86,0.24,0.23,0.23,0.29,0.00,0.00,1.23,"",-1,-7.1,-2,-4.3,-3,-6.4,-1,-2.2,25135,6.1,0,0.0,0,0.0,74,10.9
"18175","3","10","71","0","2016","1","",19,1113,1114,1150,9008447,121872,964,616,"",2.30,1.91,1.89,1.92,2.27,0.43,0.28,1.19,"",0,0.0,-17,-1.5,13,1.2,-5,-0.4,-139224,-1.5,-7354,-5.7,-448,-31.7,-7,-1.1
"18175","5","10","71","0","2016","1","",435,4510,4545,4590,35248608,26619653,663332,596,"",0.95,0.93,0.93,0.93,0.91,1.01,1.00,0.98,"",13,3.1,3,0.1,51,1.1,68,1.5,346211,1.0,-186664,-0.7,-186373,-21.9,0,0.0
"18177","0","10","70","0","2016","1","",1459,29363,29894,29958,260952421,131247322,2806475,675,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-9,-0.6,-125,-0.4,191,0.6,410,1.4,4616803,1.8,1420923,1.1,-674162,-19.4,8,1.2
"18177","1","10","71","0","2016","1","",17,153,161,160,2285699,0,0,1113,"",1.87,0.26,0.27,0.27,0.30,0.00,0.00,1.13,"",-2,-10.5,-3,-1.9,12,8.1,3,1.9,-273438,-10.7,0,0.0,0,0.0,-165,-12.9
"18177","2","10","71","0","2016","1","",16,1389,1423,1425,12855302,0,0,700,"",1.54,1.46,1.45,1.45,1.48,0.00,0.00,1.02,"",0,0.0,-118,-7.8,-64,-4.3,-62,-4.2,676231,5.6,0,0.0,0,0.0,73,11.6
"18177","3","10","71","0","2016","1","",28,2762,2805,2874,22946190,816979,7380,627,"",1.10,0.93,0.92,0.94,1.01,0.58,0.51,1.09,"",0,0.0,-70,-2.5,-34,-1.2,41,1.4,-737637,-3.1,31184,4.0,-1698,-18.7,-16,-2.5
"18177","5","10","71","0","2016","1","",1398,25059,25505,25499,222865230,130430343,2799095,676,"",0.99,1.01,1.01,1.01,1.00,1.01,1.00,1.00,"",-7,-0.5,66,0.3,277,1.1,428,1.7,4951647,2.3,1389739,1.1,-672464,-19.4,8,1.2
"18179","0","10","70","0","2016","1","",619,10753,10800,10814,98074489,59416595,1263430,699,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,0.8,342,3.3,400,3.8,378,3.6,7162646,7.9,2824523,5.0,-39366,-3.0,28,4.2
"18179","1","10","71","0","2016","1","",12,56,56,55,548557,0,0,758,"",3.11,0.26,0.26,0.26,0.19,0.00,0.00,0.74,"",1,9.1,-8,-12.5,-8,-12.5,-6,-9.8,-95903,-14.9,0,0.0,0,0.0,-29,-3.7
"18179","2","10","71","0","2016","1","",12,85,81,88,802103,0,0,729,"",2.72,0.24,0.23,0.25,0.25,0.00,0.00,1.03,"",0,0.0,10,13.3,6,8.0,12,15.8,49864,6.6,0,0.0,0,0.0,-39,-5.1
"18179","3","10","71","0","2016","1","",11,1171,1215,1226,9508540,101118,505,607,"",1.02,1.07,1.10,1.11,1.11,0.16,0.08,1.02,"",0,0.0,46,4.1,65,5.7,95,8.4,607986,6.8,-7431,-6.8,-57,-10.1,4,0.7
"18179","5","10","71","0","2016","1","",584,9441,9448,9445,87215289,59315477,1262925,710,"",0.97,1.04,1.04,1.03,1.05,1.01,1.01,1.01,"",4,0.7,294,3.2,337,3.7,277,3.0,6600699,8.2,2831954,5.0,-39309,-3.0,32,4.7
"18181","0","10","70","0","2016","1","",666,8833,8890,8981,77783305,46871095,867890,672,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-2,-0.3,81,0.9,105,1.2,-63,-0.7,664161,0.9,14119,0.0,-223880,-20.5,2,0.3
"18181","1","10","71","0","2016","1","",10,55,59,52,534748,0,0,743,"",2.41,0.31,0.34,0.29,0.24,0.00,0.00,0.76,"",-1,-9.1,-6,-9.8,7,13.5,-3,-5.5,-112873,-17.4,0,0.0,0,0.0,-147,-16.5
"18181","2","10","71","0","2016","1","",11,36,37,36,365184,0,0,773,"",2.32,0.13,0.13,0.12,0.14,0.00,0.00,1.13,"",-1,-8.3,-3,-7.7,-2,-5.1,-3,-7.7,436,0.1,0,0.0,0,0.0,54,7.5
"18181","3","10","71","0","2016","1","",25,1314,1357,1370,8938475,1129273,15006,510,"",2.15,1.46,1.49,1.49,1.32,2.26,3.33,0.89,"",-1,-3.8,-13,-1.0,18,1.3,38,2.9,-612635,-6.4,-20811,-1.8,-3584,-19.3,-41,-7.4
"18181","5","10","71","0","2016","1","",620,7428,7437,7523,67944898,45741822,852884,700,"",0.96,0.99,0.99,0.99,1.03,0.99,0.99,1.04,"",1,0.2,103,1.4,82,1.1,-95,-1.2,1389233,2.1,34930,0.1,-220296,-20.5,11,1.6
"18183","0","10","70","0","2016","1","",704,12178,12219,12370,114657715,66730762,1451677,720,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2,0.3,366,3.1,393,3.3,388,3.2,2997187,2.7,2913419,4.6,-175462,-10.8,-3,-0.4
"18183","1","10","71","0","2016","1","",7,75,67,68,864930,0,0,950,"",1.59,0.31,0.28,0.28,0.26,0.00,0.00,0.90,"",0,0.0,5,7.1,-2,-2.9,-2,-2.9,-148396,-14.6,0,0.0,0,0.0,-169,-15.1
"18183","2","10","71","0","2016","1","",11,65,65,74,664935,0,0,752,"",2.19,0.16,0.16,0.18,0.17,0.00,0.00,1.03,"",-1,-8.3,2,3.2,2,3.2,11,17.5,95043,16.7,0,0.0,0,0.0,56,8.0
"18183","3","10","71","0","2016","1","",17,1285,1311,1330,11111200,216585,2910,653,"",1.38,1.04,1.05,1.05,1.11,0.30,0.39,1.06,"",0,0.0,-20,-1.5,-12,-0.9,2,0.2,639068,6.1,21287,10.9,1438,97.7,42,6.9
"18183","5","10","71","0","2016","1","",669,10753,10776,10898,102016650,66514177,1448767,726,"",0.98,1.04,1.04,1.04,1.05,1.01,1.00,1.00,"",3,0.5,379,3.7,405,3.9,377,3.6,2411472,2.4,2892132,4.5,-176900,-10.9,-9,-1.2
"18999","0","10","70","0","2016","1","",14785,67788,67983,68864,1066681426,520624365,13002699,1203,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",560,3.9,3809,6.0,3665,5.7,3081,4.7,47085929,4.6,31048028,6.3,-244974,-1.8,-9,-0.7
"18999","1","10","71","0","2016","1","",38,384,391,410,8403968,0,0,1637,"",0.41,0.29,0.29,0.30,0.27,0.00,0.00,0.93,"",1,2.7,29,8.2,18,4.8,38,10.2,700434,9.1,0,0.0,0,0.0,21,1.3
"18999","2","10","71","0","2016","1","N",13,0,0,0,0,0,0,0,"N",0.12,0,0,0,0,0,0,0,"N",-2,-13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18999","3","10","71","0","2016","1","N",2,0,0,0,0,0,0,0,"N",0.01,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18999","5","10","71","0","2016","1","",14732,67243,67432,68292,1055810920,520588957,13002278,1200,"",1.03,1.17,1.17,1.17,1.16,1.01,1.01,0.99,"",561,4.0,3782,6.0,3652,5.7,3052,4.7,46425328,4.6,31052877,6.3,-244652,-1.8,-10,-0.8
"19000","0","10","50","0","2016","1","",101226,1503667,1507082,1518159,16563387191,11195617148,164214880,844,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1469,1.5,9985,0.7,10756,0.7,13328,0.9,63949942,0.4,149993888,1.4,38888421,31.0,-3,-0.4
"19000","1","10","51","0","2016","1","",1348,17608,17599,17657,277634810,0,0,1212,"",2.14,0.59,0.59,0.59,0.58,0.00,0.00,0.98,"",-11,-0.8,112,0.6,271,1.6,296,1.7,-10223196,-3.6,0,0.0,0,0.0,-61,-4.8
"19000","2","10","51","0","2016","1","",1524,49588,49780,49613,793972973,8093731,8426,1230,"",2.11,1.02,1.00,1.00,1.44,0.24,0.13,1.44,"",15,1.0,338,0.7,439,0.9,471,1.0,24869556,3.2,-611080,-7.0,-59817,-87.7,29,2.4
"19000","3","10","51","0","2016","1","",3397,169864,172065,172536,1676729878,111858961,385930,752,"",1.92,1.11,1.12,1.11,1.16,0.94,0.45,1.04,"",0,0.0,500,0.3,711,0.4,1545,0.9,22937781,1.4,1577441,1.4,-92126,-19.3,6,0.8
"19000","5","10","51","0","2016","1","",94957,1266607,1267638,1278353,13815049530,11075664456,163820524,836,"",0.97,1.00,1.00,1.00,0.98,1.00,1.00,0.98,"",1465,1.6,9035,0.7,9335,0.7,11016,0.9,26365801,0.2,149027527,1.4,39040364,31.3,-5,-0.6
"19000","8","10","96","0","2016","1","",6269,237060,239444,239806,2748337661,119952692,394356,885,"",2.01,1.02,1.03,1.02,1.11,0.78,0.43,1.08,"",4,0.1,950,0.4,1421,0.6,2312,1.0,37584141,1.4,966361,0.8,-151943,-27.8,6,0.7
"19001","0","10","70","0","2016","1","",294,2698,2690,2733,22851339,17476491,321992,649,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",13,4.6,-36,-1.3,-20,-0.7,-12,-0.4,56072,0.2,588994,3.5,85897,36.4,7,1.1
"19001","1","10","71","0","2016","1","",8,27,28,28,283490,0,0,788,"",4.36,0.50,0.53,0.52,0.43,0.00,0.00,0.83,"",0,0.0,-1,-3.6,2,7.7,-1,-3.4,6300,2.3,0,0.0,0,0.0,17,2.2
"19001","2","10","71","0","2016","1","",6,27,28,27,315321,0,0,887,"",2.86,0.31,0.32,0.30,0.42,0.00,0.00,1.35,"",0,0.0,-4,-12.9,-5,-15.2,-1,-3.6,-9088,-2.8,0,0.0,0,0.0,73,9.0
"19001","3","10","71","0","2016","1","",19,406,415,400,3486405,27069,24,659,"",3.71,1.48,1.51,1.43,1.75,0.15,0.01,1.19,"",0,0.0,-5,-1.2,1,0.2,-10,-2.4,-91464,-2.6,-26753,-49.7,-18,-42.9,-10,-1.5
"19001","5","10","71","0","2016","1","",261,2238,2219,2278,18766123,17449422,321968,643,"",0.92,0.98,0.98,0.99,0.97,1.01,1.01,0.99,"",13,5.2,-26,-1.1,-18,-0.8,0,0.0,150324,0.8,615747,3.7,85915,36.4,9,1.4
"19003","0","10","70","0","2016","1","",159,1313,1285,1280,10951674,6246901,59915,652,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",11,7.4,58,4.6,-13,-1.0,-14,-1.1,-441891,-3.9,283723,4.8,3180,5.6,-31,-4.5
"19003","1","10","71","0","2016","1","",7,27,30,29,259064,0,0,695,"",7.06,1.04,1.18,1.15,0.82,0.00,0.00,0.73,"",0,0.0,6,28.6,3,11.1,2,7.4,1743,0.7,0,0.0,0,0.0,-97,-12.2
"19003","2","10","71","0","2016","1","",4,10,10,10,112894,0,0,868,"",3.53,0.23,0.24,0.24,0.31,0.00,0.00,1.31,"",0,0.0,0,0.0,0,0.0,0,0.0,3743,3.4,0,0.0,0,0.0,28,3.3
"19003","3","10","71","0","2016","1","",11,183,189,183,1520825,4530,0,632,"",3.97,1.37,1.44,1.39,1.59,0.07,0.00,1.13,"",0,0.0,-23,-11.2,-28,-12.9,-31,-14.5,-82746,-5.2,1519,50.4,-24,-100.0,51,8.8
"19003","5","10","71","0","2016","1","",137,1093,1056,1058,9058891,6242371,59915,652,"",0.89,0.98,0.97,0.98,0.97,1.01,1.01,0.99,"",11,8.7,75,7.4,12,1.1,15,1.4,-364631,-3.9,282204,4.7,3204,5.6,-48,-6.9
"19005","0","10","70","0","2016","1","",479,4984,4942,5034,39827609,28955437,426706,614,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",8,1.7,-82,-1.6,-94,-1.9,-109,-2.1,-206971,-0.5,-982516,-3.3,78166,22.4,8,1.3
"19005","1","10","71","0","2016","1","",10,69,70,73,914627,0,0,996,"",3.35,0.70,0.72,0.73,0.79,0.00,0.00,1.11,"",0,0.0,2,3.0,-2,-2.8,4,5.8,-27149,-2.9,0,0.0,0,0.0,-49,-4.7
"19005","2","10","71","0","2016","1","",9,27,25,26,333179,0,0,986,"",2.64,0.17,0.15,0.16,0.25,0.00,0.00,1.58,"",0,0.0,-4,-12.9,-6,-19.4,-2,-7.1,-24681,-6.9,0,0.0,0,0.0,68,7.4
"19005","3","10","71","0","2016","1","",24,1047,1029,1044,8419599,2226848,19724,623,"",2.87,2.07,2.04,2.02,2.42,7.23,8.89,1.19,"",0,0.0,26,2.5,20,2.0,27,2.7,470544,5.9,140330,6.7,10551,115.0,21,3.5
"19005","5","10","71","0","2016","1","",436,3841,3818,3891,30160204,26728589,406982,603,"",0.94,0.91,0.91,0.91,0.89,0.94,0.96,0.98,"",8,1.9,-106,-2.7,-106,-2.7,-138,-3.4,-625685,-2.0,-1122846,-4.0,67615,19.9,6,1.0
"19007","0","10","70","0","2016","1","",386,4488,4473,4521,38346525,28826938,535377,656,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,6,0.1,-30,-0.7,-30,-0.7,-211510,-0.5,-308578,-1.1,141943,36.1,-1,-0.2
"19007","1","10","71","0","2016","1","",10,48,45,46,532634,0,0,884,"",4.15,0.54,0.51,0.52,0.48,0.00,0.00,0.92,"",0,0.0,-2,-4.0,0,0.0,0,0.0,-20330,-3.7,0,0.0,0,0.0,-21,-2.3
"19007","2","10","71","0","2016","1","",9,31,31,31,369665,0,0,917,"",3.27,0.21,0.21,0.21,0.29,0.00,0.00,1.38,"",0,0.0,-2,-6.1,-3,-8.8,-4,-11.4,-16957,-4.4,0,0.0,0,0.0,42,4.8
"19007","3","10","71","0","2016","1","",29,610,614,613,5473313,1267674,2997,688,"",4.31,1.34,1.34,1.32,1.63,4.13,1.08,1.23,"",0,0.0,11,1.8,13,2.2,11,1.8,259767,5.0,94944,8.1,-1360,-31.2,20,3.0
"19007","5","10","71","0","2016","1","",338,3799,3783,3831,31970913,27559264,532380,646,"",0.90,1.00,1.00,1.00,0.98,0.97,1.00,0.98,"",0,0.0,-1,0.0,-40,-1.0,-37,-1.0,-433990,-1.3,-403522,-1.4,143303,36.8,-5,-0.8
"19009","0","10","70","0","2016","1","",221,1734,1721,1768,14555016,10450435,78073,643,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-5,-0.3,43,2.6,61,3.6,-42286,-0.3,77840,0.8,4399,6.0,-14,-2.1
"19009","1","10","71","0","2016","1","",7,29,28,30,290344,0,0,770,"",5.08,0.84,0.82,0.86,0.69,0.00,0.00,0.82,"",1,16.7,5,20.8,0,0.0,6,25.0,-17898,-5.8,0,0.0,0,0.0,-166,-17.7
"19009","2","10","71","0","2016","1","",8,13,13,14,156521,0,0,903,"",5.08,0.23,0.23,0.24,0.32,0.00,0.00,1.38,"",0,0.0,-1,-7.1,-1,-7.1,0,0.0,1443,0.9,0,0.0,0,0.0,51,6.0
"19009","3","10","71","0","2016","1","",14,335,342,340,2937893,156108,1031,667,"",3.63,1.90,1.94,1.88,2.31,1.40,2.54,1.21,"",0,0.0,5,1.5,16,4.9,7,2.1,-168281,-5.4,-11758,-7.0,-414,-28.7,-58,-8.0
"19009","5","10","71","0","2016","1","",192,1357,1338,1384,11170258,10294327,77042,632,"",0.90,0.92,0.92,0.93,0.90,1.00,0.99,0.98,"",-1,-0.5,-14,-1.0,28,2.1,48,3.6,142450,1.3,89598,0.9,4813,6.7,-2,-0.3
"19011","0","10","70","0","2016","1","",668,5734,5693,5792,49850183,34308435,418584,668,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",8,1.2,183,3.3,197,3.6,229,4.1,1371200,2.8,815490,2.4,131086,45.6,-6,-0.9
"19011","1","10","71","0","2016","1","",17,70,68,69,693714,0,0,773,"",4.08,0.61,0.60,0.60,0.48,0.00,0.00,0.79,"",0,0.0,1,1.4,6,9.7,9,15.0,-77140,-10.0,0,0.0,0,0.0,-158,-17.0
"19011","2","10","71","0","2016","1","",11,86,76,72,956781,0,0,944,"",2.31,0.46,0.41,0.38,0.58,0.00,0.00,1.39,"",0,0.0,-7,-7.5,-6,-7.3,-6,-7.7,-31417,-3.2,0,0.0,0,0.0,43,4.8
"19011","3","10","71","0","2016","1","",40,1377,1376,1410,12789968,3109727,3552,709,"",3.43,2.36,2.36,2.38,2.94,8.52,1.63,1.24,"",0,0.0,11,0.8,22,1.6,29,2.1,259584,2.1,45823,1.5,488,15.9,4,0.6
"19011","5","10","71","0","2016","1","",600,4201,4173,4241,35409720,31198708,415032,648,"",0.93,0.87,0.87,0.87,0.84,0.92,1.00,0.96,"",8,1.4,178,4.4,175,4.4,197,4.9,1220173,3.6,769667,2.5,130598,45.9,-6,-0.9
"19013","0","10","70","0","2016","1","",3827,73189,73386,73414,755786111,511990082,8474633,793,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",24,0.6,-701,-0.9,-493,-0.7,-558,-0.8,-28683100,-3.7,-24192153,-4.5,3146621,59.1,-23,-2.8
"19013","1","10","71","0","2016","1","",22,538,533,533,8088281,0,0,1164,"",0.92,0.37,0.37,0.37,0.37,0.00,0.00,1.01,"",0,0.0,12,2.3,11,2.1,9,1.7,-562008,-6.5,0,0.0,0,0.0,-106,-8.3
"19013","2","10","71","0","2016","1","",36,2668,2671,2669,37185212,261141,261,1072,"",1.32,1.12,1.11,1.11,1.48,0.17,0.08,1.33,"",0,0.0,-10,-0.4,-13,-0.5,-21,-0.8,-233441,-0.6,12621,5.1,-1727,-86.9,0,0.0
"19013","3","10","71","0","2016","1","",77,6837,6895,6913,69495047,5246647,8032,777,"",1.15,0.92,0.92,0.92,1.05,0.96,0.18,1.15,"",0,0.0,-84,-1.2,-87,-1.2,-72,-1.0,66160,0.1,113118,2.2,-5469,-40.5,10,1.3
"19013","5","10","71","0","2016","1","",3692,63146,63287,63299,641017571,506482294,8466340,780,"",1.00,1.02,1.02,1.02,1.00,1.00,1.00,0.98,"",24,0.7,-619,-1.0,-404,-0.6,-474,-0.7,-27953811,-4.2,-24317892,-4.6,3153817,59.4,-27,-3.3
"19015","0","10","70","0","2016","1","",719,9091,9172,9191,85668244,53401762,564612,720,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",22,3.2,-396,-4.2,-314,-3.3,-336,-3.5,-1629110,-1.9,-1319809,-2.4,55872,11.0,13,1.8
"19015","1","10","71","0","2016","1","",10,120,118,115,1624460,0,0,1062,"",2.23,0.66,0.65,0.63,0.66,0.00,0.00,1.01,"",0,0.0,16,15.4,11,10.3,7,6.5,184629,12.8,0,0.0,0,0.0,20,1.9
"19015","2","10","71","0","2016","1","",14,629,628,627,7842473,0,0,961,"",2.73,2.13,2.08,2.08,2.75,0.00,0.00,1.31,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19015","3","10","71","0","2016","1","",28,1638,1652,1677,16011359,1273192,4229,744,"",2.23,1.77,1.76,1.78,2.14,2.24,1.44,1.21,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19015","5","10","71","0","2016","1","",667,6704,6774,6772,60189952,52128570,560383,686,"",0.96,0.87,0.87,0.87,0.83,0.99,1.00,0.95,"",22,3.4,-368,-5.2,-257,-3.7,-274,-3.9,-2260853,-3.6,-1330718,-2.5,57013,11.3,5,0.7
"19017","0","10","70","0","2016","1","",719,10000,10060,10057,99221521,63188440,915991,760,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",8,1.1,255,2.6,262,2.7,194,2.0,2108202,2.2,1456253,2.4,182879,24.9,-2,-0.3
"19017","1","10","71","0","2016","1","",11,61,60,63,736153,0,0,923,"",2.45,0.31,0.30,0.32,0.26,0.00,0.00,0.83,"",0,0.0,-2,-3.2,0,0.0,1,1.6,-58937,-7.4,0,0.0,0,0.0,-69,-7.0
"19017","2","10","71","0","2016","1","",12,28,28,28,368123,0,0,1011,"",2.34,0.09,0.08,0.08,0.11,0.00,0.00,1.31,"",0,0.0,-3,-9.7,-2,-6.7,-1,-3.4,14423,4.1,0,0.0,0,0.0,104,11.5
"19017","3","10","71","0","2016","1","",33,1983,2024,1995,19147254,581467,582,736,"",2.63,1.95,1.97,1.94,2.21,0.86,0.12,1.13,"",1,3.1,146,7.9,173,9.3,119,6.3,1715892,9.8,5476,1.0,-557,-48.9,13,1.8
"19017","5","10","71","0","2016","1","",663,7928,7948,7971,78969991,62606973,915409,764,"",0.95,0.94,0.93,0.94,0.94,1.00,1.00,1.00,"",7,1.1,114,1.5,91,1.2,75,0.9,436824,0.6,1450777,2.4,183436,25.1,-5,-0.7
"19019","0","10","70","0","2016","1","",619,6296,6262,6304,54519126,37562550,460186,667,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",13,2.1,-31,-0.5,29,0.5,29,0.5,188849,0.3,1162632,3.2,121202,35.8,1,0.2
"19019","1","10","71","0","2016","1","",11,53,51,54,514859,0,0,752,"",2.85,0.42,0.41,0.43,0.33,0.00,0.00,0.77,"",1,10.0,6,12.8,11,27.5,14,35.0,32937,6.8,0,0.0,0,0.0,-124,-14.2
"19019","2","10","71","0","2016","1","",15,261,257,253,3312948,0,0,992,"",3.40,1.28,1.25,1.22,1.83,0.00,0.00,1.46,"",0,0.0,-21,-7.4,-23,-8.2,-29,-10.3,-52505,-1.6,0,0.0,0,0.0,72,7.8
"19019","3","10","71","0","2016","1","",38,1123,1110,1098,9684767,128273,127,671,"",3.52,1.76,1.73,1.70,2.03,0.32,0.05,1.18,"",0,0.0,1,0.1,-6,-0.5,-27,-2.4,-246650,-2.5,11084,9.5,10,8.5,-10,-1.5
"19019","5","10","71","0","2016","1","",555,4859,4844,4899,41006552,37434277,460059,648,"",0.93,0.91,0.92,0.92,0.88,1.01,1.01,0.97,"",12,2.2,-17,-0.3,47,1.0,71,1.5,455067,1.1,1151548,3.2,121192,35.8,3,0.5
"19021","0","10","70","0","2016","1","",655,10621,10553,10679,97065993,70125986,871141,703,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2,0.3,-122,-1.1,-313,-2.9,-199,-1.8,1885374,2.0,1178788,1.7,245615,39.3,27,4.0
"19021","1","10","71","0","2016","1","",12,88,85,84,1360324,0,0,1221,"",2.94,0.42,0.41,0.40,0.48,0.00,0.00,1.19,"",-2,-14.3,-14,-13.7,-10,-10.5,-13,-13.4,-326478,-19.4,0,0.0,0,0.0,-103,-7.8
"19021","2","10","71","0","2016","1","",14,61,62,61,842360,0,0,1056,"",3.00,0.18,0.18,0.17,0.26,0.00,0.00,1.48,"",0,0.0,-2,-3.2,0,0.0,0,0.0,23485,2.9,0,0.0,0,0.0,40,3.9
"19021","3","10","71","0","2016","1","",34,1558,1584,1581,14893249,934330,6512,728,"",2.98,1.44,1.47,1.44,1.76,1.25,1.44,1.21,"",1,3.0,4,0.3,5,0.3,0,0.0,501123,3.5,104595,12.6,-2551,-28.1,23,3.3
"19021","5","10","71","0","2016","1","",595,8914,8822,8953,79970060,69191656,864629,691,"",0.94,0.99,0.99,0.99,0.97,1.00,1.00,0.98,"",3,0.5,-110,-1.2,-308,-3.4,-186,-2.0,1687244,2.2,1074193,1.6,248166,40.3,29,4.4
"19023","0","10","70","0","2016","1","",422,3315,3273,3326,27479239,20900251,255779,640,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,0.7,-307,-8.5,-356,-9.8,-257,-7.2,-2688684,-8.9,-2616305,-11.1,-39231,-13.3,-3,-0.5
"19023","1","10","71","0","2016","1","",11,40,42,45,420005,0,0,763,"",4.18,0.61,0.65,0.68,0.53,0.00,0.00,0.82,"",0,0.0,0,0.0,-1,-2.3,7,18.4,-34657,-7.6,0,0.0,0,0.0,-104,-12.0
"19023","2","10","71","0","2016","1","",8,29,29,29,377235,0,0,1001,"",2.66,0.27,0.27,0.27,0.41,0.00,0.00,1.54,"",0,0.0,-2,-6.5,-2,-6.5,0,0.0,17052,4.7,0,0.0,0,0.0,88,9.6
