Percentage_I_2004,Percentage_R_2004,County_FIPS,Percentage_D_2008,Percentage_R_2008,Percentage_D_2012,Percentage_I_2012,Percentage_R_2012,Percentage_D_2016,Percentage_I_2016,Percentage_R_2016,County,Inc_2013,Inc_2014,Inc_2015,Inc_Rank,Pct_Chg_2014,Pct_Chg_2015,Pct_Rank,State,Name,Labor_Force,Employed,Unemp_Level,Unemp_Rate,total_pop,pct_male,pct_female,pct_old,pct_latino,pct_white,pct_black,pct_no_hs,pct_some_hs,pct_hs,pct_some_college,pct_associates,pct_bachelors,pct_graduate,pct_hs_less,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,qtrly_estabs,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,qtrly_contributions,avg_wkly_wage,lq_disclosure_code,lq_qtrly_estabs,lq_month1_emplvl,lq_month2_emplvl,lq_month3_emplvl,lq_total_qtrly_wages,lq_taxable_qtrly_wages,lq_qtrly_contributions,lq_avg_wkly_wage,oty_disclosure_code,oty_qtrly_estabs_chg,oty_qtrly_estabs_pct_chg,oty_month1_emplvl_chg,oty_month1_emplvl_pct_chg,oty_month2_emplvl_chg,oty_month2_emplvl_pct_chg,oty_month3_emplvl_chg,oty_month3_emplvl_pct_chg,oty_total_qtrly_wages_chg,oty_total_qtrly_wages_pct_chg,oty_taxable_qtrly_wages_chg,oty_taxable_qtrly_wages_pct_chg,oty_qtrly_contributions_chg,oty_qtrly_contributions_pct_chg,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg
18.0,64.0,13079.0,35.0,64.0,33.2,1.1,65.7,27.51,2.05,70.42,Crawford,28879.0,29829.0,31046.0,87.0,3.3,4.1,50.0,GA," Crawford County, GA                      ","      5,744 ","      5,406 ",      338 ,5.9,12536.0,50.8,49.2,18.6,1.1,73.6,22.7,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,144.0,1328.0,1418.0,1441.0,9976987.0,5462577.0,121076.0,550.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-3.0,-2.0,116.0,9.6,92.0,6.9,92.0,6.8,213689.0,2.2,271539.0,5.2,4390.0,3.8,-30.0,-5.2
19.0,62.0,13081.0,41.0,59.0,42.8,0.6,56.6,37.79,1.68,60.52,Crisp,25246.0,25854.0,27120.0,133.0,2.4,4.9,22.0,GA," Crisp County, GA                         ","      8,900 ","      8,346 ",      554 ,6.2,23403.0,47.5,52.5,18.4,3.2,51.3,43.1,8.73542965573,11.8053673082,38.8384386012,19.7140146381,3.76118189211,11.3038763893,5.84169151532,59.3792355652,0.0,10.0,70.0,0.0,2016.0,1.0,,603.0,7818.0,7836.0,7864.0,62558635.0,32704355.0,761911.0,614.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,10.0,1.7,-185.0,-2.3,-151.0,-1.9,-174.0,-2.2,-1927646.0,-3.0,-822719.0,-2.5,-119325.0,-13.5,-5.0,-0.8
15.0,70.0,13083.0,25.0,73.0,23.4,2.3,74.3,15.46,3.62,80.9,Dade,27574.0,28786.0,30047.0,99.0,4.4,4.4,35.0,GA," Dade County, GA                          ","      8,176 ","      7,762 ",      414 ,5.1,16533.0,49.1,50.9,20.0,2.0,94.3,0.9,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,263.0,3303.0,3426.0,3405.0,26760997.0,16327795.0,344536.0,609.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,13.0,5.2,149.0,4.7,-104.0,-2.9,163.0,5.0,-643190.0,-2.3,-291277.0,-1.8,-94960.0,-21.6,-28.0,-4.4
9.0,82.0,13085.0,16.0,83.0,12.1,1.5,86.4,12.36,3.04,84.58,Dawson,35004.0,36529.0,37879.0,24.0,4.4,3.7,77.0,GA," Dawson County, GA                        ","     11,319 ","     10,808 ",      511 ,4.5,22500.0,49.7,50.3,21.0,4.0,92.8,0.4,7.44611750812,5.50930026572,30.1269560083,21.511662238,5.5033953351,17.4431650428,12.459403602,43.0823737821,0.0,10.0,70.0,0.0,2016.0,1.0,,678.0,7965.0,7907.0,7948.0,54156277.0,33975565.0,538969.0,525.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,44.0,6.9,545.0,7.3,533.0,7.2,610.0,8.3,4776940.0,9.7,3964214.0,13.2,67062.0,14.2,10.0,1.9
20.0,60.0,13087.0,43.0,57.0,43.8,0.7,55.6,40.08,1.22,58.69,Decatur,32856.0,32086.0,33563.0,49.0,-2.3,4.6,30.0,GA," Decatur County, GA                       ","     11,261 ","     10,534 ",      727 ,6.5,27508.0,48.7,51.3,17.6,5.4,51.4,41.4,4.93275898298,13.1014919101,39.3307417525,21.2176927926,6.23555368775,9.00399243539,6.17776843875,57.3649926455,0.0,10.0,70.0,0.0,2016.0,1.0,,695.0,8155.0,8112.0,8114.0,63533162.0,32278579.0,457484.0,601.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,12.0,1.8,64.0,0.8,15.0,0.2,-35.0,-0.4,-550865.0,-0.9,468532.0,1.5,-22356.0,-4.7,-7.0,-1.2
37.0,26.0,13089.0,79.0,20.0,77.9,1.1,21.1,80.82,3.11,16.06,DeKalb,39504.0,41286.0,42819.0,10.0,4.5,3.7,75.0,GA," DeKalb County, GA                        ","    385,454 ","    365,155 ","   20,299 ",5.3,707185.0,47.7,52.3,12.6,9.3,29.7,53.2,5.3034416359,6.87196856083,20.2269529886,18.9040697733,6.48987855068,24.5177450836,17.6859434071,32.4023631853,0.0,10.0,70.0,0.0,2016.0,1.0,,19663.0,290257.0,290211.0,290600.0,4094613497.0,1581173760.0,28366239.0,1085.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,812.0,4.3,6592.0,2.3,4875.0,1.7,4093.0,1.4,141908620.0,3.6,50680873.0,3.3,-3025902.0,-9.6,19.0,1.8
17.0,66.0,13091.0,32.0,67.0,31.6,1.0,67.4,26.24,1.97,71.77,Dodge,25672.0,26347.0,27009.0,134.0,2.6,2.5,134.0,GA," Dodge County, GA                         ","      6,915 ","      6,427 ",      488 ,7.1,21365.0,52.4,47.6,17.9,3.5,65.2,28.9,3.24757486293,9.54590186982,47.7084212006,20.2446225221,5.8835934205,9.76381273724,3.60607338676,60.5018979334,0.0,10.0,70.0,0.0,2016.0,1.0,,367.0,4924.0,4940.0,4915.0,36897331.0,18067649.0,273770.0,576.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,1.1,-35.0,-0.7,-27.0,-0.5,-67.0,-1.3,698114.0,1.9,-46676.0,-0.3,-42751.0,-13.5,16.0,2.9
26.0,48.0,13093.0,51.0,48.0,53.1,0.7,46.2,48.48,0.91,50.59,Dooly,22157.0,21028.0,23185.0,155.0,-5.1,10.3,2.0,GA," Dooly County, GA                         ","      4,949 ","      4,668 ",      281 ,5.7,14443.0,55.1,44.9,18.7,6.7,43.1,49.5,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,217.0,3675.0,3595.0,3597.0,29222028.0,18420163.0,468064.0,621.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,1.9,770.0,26.5,728.0,25.4,709.0,24.5,8282407.0,39.6,6510748.0,54.7,190418.0,68.6,63.0,11.3
29.5,41.0,13095.0,67.0,32.0,69.3,0.5,30.2,68.45,1.39,30.14,Dougherty,30927.0,31928.0,32682.0,60.0,3.2,2.4,136.0,GA," Dougherty County, GA                     ","     39,016 ","     36,403 ","    2,613 ",6.7,93890.0,46.5,53.5,16.3,2.4,27.8,67.3,5.12002483272,12.845761192,32.0824998276,22.0597364972,6.78588673519,12.8595571498,8.24653376561,50.0482858522,0.0,10.0,70.0,0.0,2016.0,1.0,,2547.0,46736.0,46908.0,46289.0,455674090.0,188885899.0,3359165.0,751.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9.0,0.4,558.0,1.2,475.0,1.0,-116.0,-0.2,5339889.0,1.2,8982916.0,5.0,-402728.0,-10.7,3.0,0.4
19.5,61.0,13097.0,50.0,49.0,51.5,1.0,47.5,53.98,2.77,43.23,Douglas,30126.0,30869.0,32089.0,70.0,2.5,4.0,61.0,GA," Douglas County, GA                       ","     70,675 ","     66,888 ","    3,787 ",5.4,135037.0,48.0,52.0,12.3,8.7,47.0,40.6,2.99405192062,7.83812329757,28.9510256268,23.9357385069,4.71176830285,19.8943798988,11.6749124465,39.783200845,0.0,10.0,70.0,0.0,2016.0,1.0,,2857.0,40442.0,40872.0,41174.0,354683084.0,198933268.0,3635124.0,668.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,98.0,3.6,1339.0,3.4,1651.0,4.2,1589.0,4.0,17285131.0,5.1,11109157.0,5.9,-270294.0,-6.9,8.0,1.2
20.5,59.0,13099.0,49.0,51.0,51.6,0.6,47.8,45.27,1.35,53.36,Early,35657.0,34097.0,35826.0,30.0,-4.4,5.1,21.0,GA," Early County, GA                         ","      4,415 ","      4,123 ",      292 ,6.6,10662.0,47.0,53.0,22.3,1.9,47.2,50.0,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,300.0,4318.0,4276.0,4304.0,41694884.0,19249796.0,262666.0,746.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,18.0,0.4,-38.0,-0.9,-15.0,-0.3,-715660.0,-1.7,465215.0,2.5,-34705.0,-11.7,-11.0,-1.5
11.5,77.0,13101.0,17.0,83.0,15.7,1.1,83.2,13.27,1.1,85.61,Echols,22823.0,23201.0,23721.0,153.0,1.7,2.2,139.0,GA," Echols County, GA                        ","      1,858 ","      1,773 ",       85 ,4.6,4018.0,47.5,52.5,13.2,28.4,66.4,1.5,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,55.0,722.0,718.0,790.0,6272313.0,3840871.0,30150.0,649.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.9,33.0,4.8,-11.0,-1.5,43.0,5.8,916986.0,17.1,570872.0,17.5,-2760.0,-8.4,78.0,13.7
11.5,77.0,13103.0,24.0,75.0,23.8,1.2,75.0,20.73,2.9,76.36,Effingham,35409.0,36242.0,37507.0,25.0,2.4,3.5,87.0,GA," Effingham County, GA                     ","     28,205 ","     26,857 ","    1,348 ",4.8,53673.0,49.4,50.6,13.2,3.3,80.2,13.8,3.05878473081,11.9658119658,37.2825459642,26.5424464781,6.85959271168,10.0997609036,4.19105724572,52.3071426608,0.0,10.0,70.0,0.0,2016.0,1.0,,789.0,9566.0,9660.0,9679.0,93273758.0,45924658.0,669641.0,745.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,24.0,3.1,257.0,2.8,290.0,3.1,245.0,2.6,674783.0,0.7,386257.0,0.8,12814.0,2.0,-15.0,-2.0
20.0,60.0,13105.0,40.0,59.0,39.1,1.3,59.7,31.68,1.71,66.59,Elbert,29891.0,30942.0,31519.0,79.0,3.5,1.9,148.0,GA," Elbert County, GA                        ","      7,784 ","      7,243 ",      541 ,7.0,19694.0,47.4,52.6,21.7,5.2,64.0,30.4,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,515.0,5573.0,5616.0,5682.0,44313248.0,27408905.0,549535.0,606.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,15.0,3.0,21.0,0.4,-26.0,-0.5,42.0,0.7,2271744.0,5.4,325396.0,1.2,-27222.0,-4.7,30.0,5.2
18.5,63.0,13107.0,37.0,62.0,36.2,0.7,63.1,31.04,0.95,68.0,Emanuel,27248.0,27042.0,27824.0,125.0,-0.8,2.9,116.0,GA," Emanuel County, GA                       ","      8,196 ","      7,551 ",      645 ,7.9,22731.0,49.0,51.0,18.2,4.4,60.2,33.4,8.72487437186,17.4183417085,39.7424623116,14.0263819095,5.94849246231,7.10427135678,7.0351758794,65.885678392,0.0,10.0,70.0,0.0,2016.0,1.0,,476.0,6649.0,6715.0,6610.0,52326594.0,25853560.0,561612.0,605.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-13.0,-2.7,30.0,0.5,43.0,0.6,-136.0,-2.0,2292440.0,4.6,-297623.0,-1.1,-111138.0,-16.5,29.0,5.0
17.5,65.0,13109.0,36.0,64.0,35.6,0.8,63.7,31.37,1.88,66.74,Evans,28667.0,29783.0,31036.0,88.0,3.9,4.2,43.0,GA," Evans County, GA                         ","      4,865 ","      4,629 ",      236 ,4.9,10868.0,47.8,52.2,16.7,12.2,56.7,30.4,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,272.0,4341.0,4360.0,4410.0,30188896.0,19114428.0,173863.0,531.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,6.0,2.3,76.0,1.8,37.0,0.9,53.0,1.2,-323527.0,-1.1,-296529.0,-1.5,-9952.0,-5.4,-13.0,-2.4
14.5,71.0,13111.0,25.0,74.0,20.3,1.3,78.5,16.32,1.88,81.79,Fannin,28268.0,29831.0,30816.0,92.0,5.5,3.3,96.0,GA," Fannin County, GA                        ","     10,982 ","     10,411 ",      571 ,5.2,23632.0,48.6,51.4,29.1,1.9,95.7,0.2,4.4774518741,11.9791945949,31.7765027615,20.676711888,3.45863048957,16.3172288058,11.314279586,48.2331492305,0.0,10.0,70.0,0.0,2016.0,1.0,,647.0,6011.0,6021.0,6145.0,43505022.0,28970609.0,524640.0,552.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32.0,5.2,502.0,9.1,423.0,7.6,556.0,9.9,4335431.0,11.1,3162511.0,12.3,32467.0,6.6,11.0,2.0
14.5,71.0,13113.0,34.0,65.0,33.7,1.2,65.1,38.5,3.47,58.01,Fayette,49810.0,52191.0,54361.0,4.0,4.8,4.2,45.0,GA," Fayette County, GA                       ","     56,574 ","     53,911 ","    2,663 ",4.7,107930.0,48.4,51.6,18.3,6.8,66.4,20.3,1.46547109208,4.27730192719,21.062633833,19.7684689507,6.70101713062,32.7582976445,13.9668094218,26.8054068522,0.0,10.0,70.0,0.0,2016.0,1.0,,3759.0,41039.0,41189.0,41435.0,412581501.0,209090476.0,3884578.0,770.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,143.0,4.0,1860.0,4.7,1957.0,5.0,1869.0,4.7,16244020.0,4.1,12692689.0,6.5,-208302.0,-5.1,-5.0,-0.6
16.0,68.0,13115.0,31.0,68.0,29.4,1.4,69.3,26.64,3.14,70.2,Floyd,32695.0,33994.0,35054.0,35.0,4.0,3.1,105.0,GA," Floyd County, GA                         ","     43,786 ","     41,087 ","    2,699 ",6.2,96146.0,48.4,51.6,18.0,9.8,72.6,14.5,9.32845084409,11.6388406157,32.6775074479,21.438989573,6.39740566038,10.9623262165,7.5564796425,53.6447989076,0.0,10.0,70.0,0.0,2016.0,1.0,,2126.0,38066.0,38247.0,38373.0,378397146.0,208364164.0,4147082.0,761.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,26.0,1.2,423.0,1.1,481.0,1.3,403.0,1.1,10586183.0,2.9,6170148.0,3.1,-130438.0,-3.0,12.0,1.6
8.5,83.0,13117.0,20.0,79.0,17.8,1.5,80.7,24.07,4.19,71.72,Forsyth,51118.0,52802.0,54466.0,3.0,3.3,3.2,103.0,GA," Forsyth County, GA                       ","    105,938 ","    101,535 ","    4,403 ",4.2,189314.0,49.7,50.3,13.0,9.6,78.3,2.9,3.66548016694,3.97538317607,15.5879751785,19.9156537565,8.6144265698,31.7562875958,16.4847935564,23.2288385215,0.0,10.0,70.0,0.0,2016.0,1.0,,6305.0,69470.0,69710.0,70586.0,819164495.0,404617860.0,6494026.0,901.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,312.0,5.2,2482.0,3.7,2216.0,3.3,2751.0,4.1,7184896.0,0.9,14007751.0,3.6,-1046679.0,-13.9,-25.0,-2.7
15.0,70.0,13119.0,24.0,75.0,19.3,1.9,78.8,14.66,2.08,83.24,Franklin,31647.0,32666.0,33976.0,43.0,3.2,4.0,54.0,GA," Franklin County, GA                      ","      9,591 ","      9,079 ",      512 ,5.3,22051.0,49.0,51.0,21.6,4.2,84.8,9.2,7.04419889503,11.1464088398,39.8273480663,18.3977900552,9.40607734807,9.19198895028,4.9861878453,58.0179558011,0.0,10.0,70.0,0.0,2016.0,1.0,,484.0,7825.0,7830.0,7828.0,64476403.0,43305056.0,936005.0,634.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,24.0,5.2,622.0,8.6,549.0,7.5,409.0,5.5,5918147.0,10.1,6171724.0,16.6,11830.0,1.3,17.0,2.8
30.0,40.0,13121.0,67.0,32.0,64.2,1.2,34.6,69.22,3.66,27.1,Fulton,62381.0,68018.0,69977.0,1.0,9.0,2.9,118.0,GA," Fulton County, GA                        ","    533,608 ","    505,511 ","   28,097 ",5.3,967100.0,48.7,51.3,12.6,7.7,40.6,43.5,2.67135951527,5.64018028855,18.737386113,17.5271955032,5.54082852539,29.6620703482,20.2209797064,27.0489259169,0.0,10.0,70.0,0.0,2016.0,1.0,,46832.0,804928.0,808209.0,808940.0,16392056837.0,5392360069.0,98348324.0,1562.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2198.0,4.9,31070.0,4.0,32588.0,4.2,30192.0,3.9,1113009780.0,7.3,278333260.0,5.4,-6124178.0,-5.9,48.0,3.2
13.0,74.0,13123.0,23.0,76.0,17.8,1.2,81.0,15.37,2.3,82.31,Gilmer,28216.0,29868.0,30769.0,94.0,5.9,3.0,109.0,GA," Gilmer County, GA                        ","     12,045 ","     11,370 ",      675 ,5.6,28441.0,50.7,49.3,25.2,10.3,86.8,0.5,4.96501166278,9.54443756843,40.0818774694,15.490074737,10.9154091493,10.0680725472,8.93511686581,54.5913267006,0.0,10.0,70.0,0.0,2016.0,1.0,,616.0,7130.0,7168.0,7139.0,53470791.0,31431720.0,531822.0,576.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,23.0,3.9,110.0,1.6,152.0,2.2,63.0,0.9,2964749.0,5.9,1488703.0,5.0,-54667.0,-9.3,24.0,4.3
10.0,80.0,13125.0,15.0,84.0,13.2,1.7,85.1,9.92,1.22,88.84,Glascock,25990.0,27170.0,27955.0,124.0,4.5,2.9,117.0,GA," Glascock County, GA                      ","      1,268 ","      1,192 ",       76 ,6.0,3086.0,49.3,50.7,20.4,1.4,88.1,7.7,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,40.0,422.0,426.0,442.0,2488475.0,1241921.0,16211.0,445.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,5.3,33.0,8.5,30.0,7.6,40.0,10.0,49007.0,2.0,98478.0,8.6,-877.0,-5.1,-29.0,-6.1
16.5,67.0,13127.0,38.0,61.0,36.1,0.8,63.1,34.48,2.41,63.1,Glynn,37154.0,38299.0,39814.0,18.0,3.1,4.0,59.0,GA," Glynn County, GA                         ","     38,479 ","     36,490 ","    1,989 ",5.2,80937.0,47.2,52.8,20.7,6.4,64.4,25.7,2.7313304721,8.94077253219,27.7321888412,25.5244635193,6.21630901288,17.2394849785,11.6154506438,39.4042918455,0.0,10.0,70.0,0.0,2016.0,1.0,,2881.0,36152.0,36549.0,36613.0,375880706.0,181006247.0,2925932.0,794.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,92.0,3.3,1268.0,3.6,1307.0,3.7,739.0,2.1,32097312.0,9.3,27032515.0,17.6,-191118.0,-6.1,46.0,6.1
13.0,74.0,13129.0,24.0,75.0,20.4,1.5,78.2,16.84,2.66,80.48,Gordon,29315.0,30465.0,31463.0,80.0,3.9,3.3,97.0,GA," Gordon County, GA                        ","     25,413 ","     24,007 ","    1,406 ",5.5,55666.0,49.4,50.6,15.8,14.6,78.9,4.4,6.182151227,12.9084395119,36.3709829486,23.5137246451,5.66495164723,8.3452307195,7.0145193007,55.4615736875,0.0,10.0,70.0,0.0,2016.0,1.0,,1075.0,19745.0,20056.0,20133.0,198443341.0,102984914.0,3304721.0,764.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,33.0,3.2,-1112.0,-5.3,-1169.0,-5.5,-1225.0,-5.7,-3625774.0,-1.8,-3531692.0,-3.3,-315780.0,-8.7,29.0,3.9
19.0,62.0,13131.0,38.0,62.0,36.4,0.5,63.1,32.7,1.46,65.82,Grady,29808.0,29363.0,30885.0,90.0,-1.5,5.2,20.0,GA," Grady County, GA                         ","     10,638 ","     10,057 ",      581 ,5.5,25239.0,49.5,50.5,18.7,10.5,59.2,28.2,5.91685354494,14.2487493531,39.1869357714,17.3768040941,8.70565234892,7.44063021103,7.12437467656,59.3525386694,0.0,10.0,70.0,0.0,2016.0,1.0,,495.0,5835.0,5891.0,6041.0,46963499.0,26407581.0,411038.0,610.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,20.0,4.2,-5.0,-0.1,52.0,0.9,-32.0,-0.5,2148567.0,4.8,1293366.0,5.1,-18812.0,-4.4,27.0,4.6
20.5,59.0,13133.0,42.0,57.0,38.4,0.6,61.0,36.16,1.68,62.14,Greene,42051.0,43901.0,45219.0,7.0,4.4,3.0,110.0,GA," Greene County, GA                        ","      6,525 ","      6,126 ",      399 ,6.1,16190.0,49.0,51.0,29.8,6.1,55.5,36.6,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,501.0,5655.0,5692.0,5778.0,49684338.0,28820059.0,541745.0,670.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,8.0,1.6,267.0,5.0,273.0,5.0,266.0,4.8,5710183.0,13.0,3185530.0,12.4,-2436.0,-0.4,48.0,7.7
17.0,66.0,13135.0,44.0,55.0,44.6,1.4,54.0,50.95,3.82,45.21,Gwinnett,34423.0,35569.0,37106.0,27.0,3.3,4.3,37.0,GA," Gwinnett County, GA                      ","    467,303 ","    445,325 ","   21,978 ",4.7,842091.0,49.1,50.9,10.3,20.3,42.1,24.2,6.26110987423,6.57474847068,23.7879414353,18.8706183363,9.12979867053,23.3188087741,12.0569744389,36.6237997802,0.0,10.0,70.0,0.0,2016.0,1.0,,26756.0,336148.0,337927.0,339434.0,4342571238.0,2066057114.0,36879971.0,989.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1247.0,4.9,9818.0,3.0,9642.0,2.9,10271.0,3.1,66832330.0,1.6,73014630.0,3.7,-3841288.0,-9.4,-14.0,-1.4
10.5,79.0,13137.0,20.0,79.0,15.7,1.1,83.2,15.39,2.85,81.74,Habersham,27953.0,28974.0,29603.0,104.0,3.7,2.2,140.0,GA," Habersham County, GA                     ","     19,517 ","     18,504 ","    1,013 ",5.2,43342.0,47.1,52.9,20.3,13.1,78.4,3.8,7.94947994056,11.7553694448,32.6286640551,20.0864514386,7.26732405781,12.842766446,7.46994461705,52.3335134405,0.0,10.0,70.0,0.0,2016.0,1.0,,910.0,14453.0,14694.0,14714.0,125231652.0,65676207.0,1146317.0,659.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,25.0,2.8,153.0,1.1,332.0,2.3,207.0,1.4,6783142.0,5.7,1756550.0,2.7,-79322.0,-6.5,26.0,4.1
11.0,78.0,13139.0,24.0,75.0,21.1,1.4,77.5,23.03,3.27,73.68,Hall,33575.0,35116.0,36597.0,28.0,4.6,4.2,42.0,GA," Hall County, GA                          ","     96,039 ","     91,834 ","    4,205 ",4.4,185318.0,49.9,50.1,15.7,26.8,62.7,7.3,10.4333381251,10.3614611785,27.5616145159,21.8545849506,7.12060951651,14.2715670772,8.39682463622,48.3564138195,0.0,10.0,70.0,0.0,2016.0,1.0,,4657.0,81507.0,82196.0,81948.0,862680743.0,427276411.0,6494317.0,810.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,166.0,3.7,4470.0,5.8,4860.0,6.3,4065.0,5.2,34002647.0,4.1,30821913.0,7.8,-535359.0,-7.6,-13.0,-1.6
38.5,23.0,13141.0,82.0,18.0,81.0,0.3,18.7,75.44,1.0,23.54,Hancock,23284.0,25165.0,25607.0,146.0,8.1,1.8,150.0,GA," Hancock County, GA                       ","      2,378 ","      2,171 ",      207 ,8.7,9043.0,54.4,45.6,23.1,2.2,23.7,73.1,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,87.0,1538.0,1619.0,1550.0,13359274.0,5133765.0,77502.0,655.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-1.0,-1.1,-70.0,-4.4,-43.0,-2.6,-65.0,-4.0,-47079.0,-0.4,-446394.0,-8.0,-29833.0,-27.8,22.0,3.5
12.0,76.0,13143.0,20.0,78.0,17.2,1.3,81.4,13.02,2.33,84.64,Haralson,29545.0,30711.0,31840.0,75.0,3.9,3.7,79.0,GA," Haralson County, GA                      ","     12,339 ","     11,657 ",      682 ,5.5,28563.0,48.8,51.2,18.3,1.3,91.3,5.2,8.68711120812,8.89446687766,34.5629160755,26.1049874495,7.49754447233,8.29968350977,5.95329040707,52.1444941613,0.0,10.0,70.0,0.0,2016.0,1.0,,507.0,6416.0,6421.0,6395.0,61052504.0,35056690.0,615196.0,733.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,18.0,3.7,142.0,2.3,112.0,1.8,53.0,0.8,3435579.0,6.0,3098230.0,9.7,-60959.0,-9.0,30.0,4.3
14.0,72.0,13145.0,28.0,72.0,26.8,0.9,72.3,24.9,2.31,72.78,Harris,39584.0,40716.0,41900.0,12.0,2.9,2.9,114.0,GA," Harris County, GA                        ","     15,758 ","     14,988 ",      770 ,4.9,32539.0,49.7,50.3,18.4,3.0,77.3,16.6,3.93517539034,7.23141370118,20.8860491685,28.2020902975,9.98180510303,16.959336521,12.8041298185,32.0526382601,0.0,10.0,70.0,0.0,2016.0,1.0,,500.0,4459.0,4446.0,4483.0,29774518.0,18905599.0,314072.0,513.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,42.0,9.2,68.0,1.5,93.0,2.1,163.0,3.8,1036366.0,3.6,446114.0,2.4,-83525.0,-21.0,5.0,1.0
19.5,61.0,13147.0,34.0,65.0,30.2,1.2,68.6,25.63,2.07,72.29,Hart,30318.0,31912.0,32528.0,63.0,5.3,1.9,147.0,GA," Hart County, GA                          ","     10,799 ","     10,210 ",      589 ,5.5,25406.0,49.5,50.5,23.8,3.4,75.7,19.7,5.322265625,17.3665364583,35.107421875,21.142578125,8.66427951389,7.32421875,5.07269965278,57.7962239583,0.0,10.0,70.0,0.0,2016.0,1.0,,444.0,6120.0,6222.0,6287.0,53501509.0,31746686.0,916709.0,663.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,0.9,239.0,4.1,289.0,4.9,275.0,4.6,1573093.0,3.0,1501696.0,5.0,-135044.0,-12.8,-9.0,-1.3
14.5,71.0,13149.0,25.0,74.0,22.8,1.4,75.8,17.66,2.21,80.12,Heard,26324.0,27502.0,28363.0,121.0,4.5,3.1,104.0,GA," Heard County, GA                         ","      5,184 ","      4,886 ",      298 ,5.7,11674.0,49.8,50.2,18.2,2.2,85.2,10.2,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,161.0,2144.0,2169.0,2131.0,25584645.0,11749893.0,170597.0,916.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,2.5,-38.0,-1.7,-39.0,-1.8,-1.0,0.0,-1074870.0,-4.0,-3546106.0,-23.2,-70744.0,-29.3,-27.0,-2.9
