County_FIPS,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,qtrly_estabs,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,qtrly_contributions,avg_wkly_wage,lq_disclosure_code,lq_qtrly_estabs,lq_month1_emplvl,lq_month2_emplvl,lq_month3_emplvl,lq_total_qtrly_wages,lq_taxable_qtrly_wages,lq_qtrly_contributions,lq_avg_wkly_wage,oty_disclosure_code,oty_qtrly_estabs_chg,oty_qtrly_estabs_pct_chg,oty_month1_emplvl_chg,oty_month1_emplvl_pct_chg,oty_month2_emplvl_chg,oty_month2_emplvl_pct_chg,oty_month3_emplvl_chg,oty_month3_emplvl_pct_chg,oty_total_qtrly_wages_chg,oty_total_qtrly_wages_pct_chg,oty_taxable_qtrly_wages_chg,oty_taxable_qtrly_wages_pct_chg,oty_qtrly_contributions_chg,oty_qtrly_contributions_pct_chg,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg
18177,0,10,70,0,2016,1,,1459,29363,29894,29958,260952421,131247322,2806475,675,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-9,-0.6,-125,-0.4,191,0.6,410,1.4,4616803,1.8,1420923,1.1,-674162,-19.4,8,1.2
18179,0,10,70,0,2016,1,,619,10753,10800,10814,98074489,59416595,1263430,699,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5,0.8,342,3.3,400,3.8,378,3.6,7162646,7.9,2824523,5.0,-39366,-3.0,28,4.2
18181,0,10,70,0,2016,1,,666,8833,8890,8981,77783305,46871095,867890,672,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-2,-0.3,81,0.9,105,1.2,-63,-0.7,664161,0.9,14119,0.0,-223880,-20.5,2,0.3
18183,0,10,70,0,2016,1,,704,12178,12219,12370,114657715,66730762,1451677,720,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2,0.3,366,3.1,393,3.3,388,3.2,2997187,2.7,2913419,4.6,-175462,-10.8,-3,-0.4
18999,0,10,70,0,2016,1,,14785,67788,67983,68864,1066681426,520624365,13002699,1203,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,560,3.9,3809,6.0,3665,5.7,3081,4.7,47085929,4.6,31048028,6.3,-244974,-1.8,-9,-0.7
19001,0,10,70,0,2016,1,,294,2698,2690,2733,22851339,17476491,321992,649,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,13,4.6,-36,-1.3,-20,-0.7,-12,-0.4,56072,0.2,588994,3.5,85897,36.4,7,1.1
19003,0,10,70,0,2016,1,,159,1313,1285,1280,10951674,6246901,59915,652,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,11,7.4,58,4.6,-13,-1.0,-14,-1.1,-441891,-3.9,283723,4.8,3180,5.6,-31,-4.5
19005,0,10,70,0,2016,1,,479,4984,4942,5034,39827609,28955437,426706,614,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,8,1.7,-82,-1.6,-94,-1.9,-109,-2.1,-206971,-0.5,-982516,-3.3,78166,22.4,8,1.3
19007,0,10,70,0,2016,1,,386,4488,4473,4521,38346525,28826938,535377,656,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,0.0,6,0.1,-30,-0.7,-30,-0.7,-211510,-0.5,-308578,-1.1,141943,36.1,-1,-0.2
19009,0,10,70,0,2016,1,,221,1734,1721,1768,14555016,10450435,78073,643,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,0.0,-5,-0.3,43,2.6,61,3.6,-42286,-0.3,77840,0.8,4399,6.0,-14,-2.1
19011,0,10,70,0,2016,1,,668,5734,5693,5792,49850183,34308435,418584,668,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,8,1.2,183,3.3,197,3.6,229,4.1,1371200,2.8,815490,2.4,131086,45.6,-6,-0.9
19013,0,10,70,0,2016,1,,3827,73189,73386,73414,755786111,511990082,8474633,793,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,24,0.6,-701,-0.9,-493,-0.7,-558,-0.8,-28683100,-3.7,-24192153,-4.5,3146621,59.1,-23,-2.8
19015,0,10,70,0,2016,1,,719,9091,9172,9191,85668244,53401762,564612,720,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,22,3.2,-396,-4.2,-314,-3.3,-336,-3.5,-1629110,-1.9,-1319809,-2.4,55872,11.0,13,1.8
19017,0,10,70,0,2016,1,,719,10000,10060,10057,99221521,63188440,915991,760,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,8,1.1,255,2.6,262,2.7,194,2.0,2108202,2.2,1456253,2.4,182879,24.9,-2,-0.3
19019,0,10,70,0,2016,1,,619,6296,6262,6304,54519126,37562550,460186,667,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,13,2.1,-31,-0.5,29,0.5,29,0.5,188849,0.3,1162632,3.2,121202,35.8,1,0.2
19021,0,10,70,0,2016,1,,655,10621,10553,10679,97065993,70125986,871141,703,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2,0.3,-122,-1.1,-313,-2.9,-199,-1.8,1885374,2.0,1178788,1.7,245615,39.3,27,4.0
19023,0,10,70,0,2016,1,,422,3315,3273,3326,27479239,20900251,255779,640,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3,0.7,-307,-8.5,-356,-9.8,-257,-7.2,-2688684,-8.9,-2616305,-11.1,-39231,-13.3,-3,-0.5
19025,0,10,70,0,2016,1,,339,2832,2807,2833,22568424,13406376,127899,615,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,8,2.4,-41,-1.4,-54,-1.9,-29,-1.0,74535,0.3,454574,3.5,49394,62.9,11,1.8
19027,0,10,70,0,2016,1,,978,11449,11429,11560,100506136,71603223,590197,673,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,16,1.7,21,0.2,118,1.0,121,1.1,352509,0.4,738209,1.0,144962,32.6,-3,-0.4
19029,0,10,70,0,2016,1,,583,6127,6112,6168,52121357,33271484,403260,653,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,10,1.7,45,0.7,41,0.7,62,1.0,2051325,4.1,1251163,3.9,70063,21.0,20,3.2
19031,0,10,70,0,2016,1,,566,5415,5371,5466,48267046,35233696,550150,685,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-9,-1.6,-49,-0.9,-87,-1.6,-8,-0.1,356957,0.7,222333,0.6,111555,25.4,11,1.6
19033,0,10,70,0,2016,1,,1669,23667,23552,23655,228842880,149800960,2143090,745,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,47,2.9,456,2.0,180,0.8,258,1.1,-2357677,-1.0,-1398506,-0.9,333167,18.4,-17,-2.2
19035,0,10,70,0,2016,1,,444,4722,4655,4709,41141507,27864120,299482,674,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-7,-1.6,60,1.3,-7,-0.2,16,0.3,1683941,4.3,1346776,5.1,80622,36.8,24,3.7
19037,0,10,70,0,2016,1,,456,4584,4578,4575,41024134,31703875,508108,689,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,11,2.5,-43,-0.9,-1,0.0,-56,-1.2,-771226,-1.8,-961493,-2.9,-21987,-4.1,-8,-1.1
19039,0,10,70,0,2016,1,,250,4402,4439,4461,37774131,27688226,238827,655,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5,2.0,211,5.0,215,5.1,157,3.6,1834169,5.1,1821576,7.0,44309,22.8,3,0.5
19041,0,10,70,0,2016,1,,725,8613,8549,8647,80422456,55396082,669722,719,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-18,-2.4,19,0.2,-16,-0.2,9,0.1,-869430,-1.1,-847640,-1.5,183214,37.7,-8,-1.1
19043,0,10,70,0,2016,1,,631,6328,6292,6483,53527319,38954918,929613,647,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,1.4,-159,-2.5,-211,-3.2,-45,-0.7,-831232,-1.5,-899711,-2.3,61280,7.1,4,0.6
19045,0,10,70,0,2016,1,,1431,21311,21294,21527,198730401,147551024,2275642,715,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,28,2.0,-442,-2.0,-459,-2.1,-239,-1.1,-5556060,-2.7,-2266756,-1.5,549027,31.8,-7,-1.0
19047,0,10,70,0,2016,1,,509,6714,6680,6835,67144954,51420241,352050,766,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-8,-1.5,-533,-7.4,-529,-7.3,-447,-6.1,359043,0.5,292752,0.6,89602,34.1,57,8.0
19049,0,10,70,0,2016,1,,2332,41373,41333,41395,589454270,410623027,5068972,1096,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,135,6.1,3148,8.2,2827,7.3,2170,5.5,-568860,-0.1,18063186,4.6,1818840,56.0,-78,-6.6
19051,0,10,70,0,2016,1,,249,1932,1963,1990,16832362,10883426,136107,660,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,20,8.7,7,0.4,48,2.5,63,3.3,512587,3.1,609122,5.9,7753,6.0,7,1.1
19053,0,10,70,0,2016,1,,241,2315,2316,2336,17370143,8965207,180592,575,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5,2.1,0,0.0,-23,-1.0,-38,-1.6,666231,4.0,577852,6.9,33947,23.1,27,4.9
19055,0,10,70,0,2016,1,,576,6444,6429,6518,61463514,43035864,574573,731,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-3,-0.5,1,0.0,58,0.9,16,0.2,190591,0.3,-1479014,-3.3,-15963,-2.7,-1,-0.1
19057,0,10,70,0,2016,1,,1352,21828,21918,22233,217247577,153984254,3291836,760,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-1,-0.1,-292,-1.3,-190,-0.9,-178,-0.8,5556933,2.6,3577720,2.4,811996,32.7,27,3.7
19059,0,10,70,0,2016,1,,864,9072,9088,9159,81375395,64676163,634867,687,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,0.0,496,5.8,527,6.2,327,3.7,1162211,1.4,1940286,3.1,-427688,-40.3,-26,-3.6
19061,0,10,70,0,2016,1,,3260,56904,57076,57665,578978787,423818530,5864964,778,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,31,1.0,75,0.1,364,0.6,518,0.9,-10399587,-1.8,-9929827,-2.3,741204,14.5,-19,-2.4
19063,0,10,70,0,2016,1,,348,3911,3933,3975,33615234,22170630,212996,656,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-9,-2.5,-117,-2.9,-97,-2.4,-83,-2.0,-1216128,-3.5,-1623750,-6.8,-50289,-19.1,-7,-1.1
19065,0,10,70,0,2016,1,,675,6939,6941,7036,56208310,35994391,532198,620,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-10,-1.5,-69,-1.0,-91,-1.3,-3,0.0,1158936,2.1,999633,2.9,129351,32.1,17,2.8
19067,0,10,70,0,2016,1,,504,5856,5789,5845,58317230,47395551,385802,769,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-2,-0.4,118,2.1,3,0.1,39,0.7,-1338242,-2.2,374141,0.8,100547,35.2,-25,-3.1
19069,0,10,70,0,2016,1,,393,3874,3843,3912,35644549,27235171,354742,707,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-1,-0.3,2,0.1,15,0.4,74,1.9,-23022,-0.1,103650,0.4,92372,35.2,-6,-0.8
19071,0,10,70,0,2016,1,,281,2637,2667,2660,22270341,18522272,243329,645,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,8,2.9,-42,-1.6,-3,-0.1,-19,-0.7,-1853184,-7.7,-1621755,-8.1,11164,4.8,-48,-6.9
19073,0,10,70,0,2016,1,,336,3502,3482,3547,31507953,22317625,384513,690,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4,1.2,316,9.9,143,4.3,158,4.7,2466400,8.5,1834160,9.0,146876,61.8,14,2.1
19075,0,10,70,0,2016,1,,382,3718,3712,3782,36050394,25880121,573010,742,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,7,1.9,32,0.9,25,0.7,77,2.1,656007,1.9,975038,3.9,142212,33.0,5,0.7
19077,0,10,70,0,2016,1,,371,2969,2963,3036,27586424,16957161,219915,710,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-10,-2.6,-17,-0.6,-28,-0.9,-27,-0.9,391192,1.4,412378,2.5,81161,58.5,16,2.3
19079,0,10,70,0,2016,1,,504,5693,5740,5805,52753090,38363454,458452,706,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-13,-2.5,4,0.1,-3,-0.1,-17,-0.3,1208969,2.3,798448,2.1,111283,32.1,17,2.5
19081,0,10,70,0,2016,1,,382,6936,6916,7053,67884672,59384348,512559,749,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2,0.5,82,1.2,105,1.5,242,3.6,-720957,-1.1,188135,0.3,-225053,-30.5,-24,-3.1
19083,0,10,70,0,2016,1,,683,6840,6892,7012,61769826,40993648,572582,687,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4,0.6,-237,-3.3,-207,-2.9,-188,-2.6,-1287504,-2.0,-928798,-2.2,158450,38.3,6,0.9
19085,0,10,70,0,2016,1,,445,4178,4242,4333,34964214,23574778,175834,633,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-2,-0.4,81,2.0,26,0.6,107,2.5,1124005,3.3,1716344,7.9,39185,28.7,10,1.6
19087,0,10,70,0,2016,1,,638,9177,9175,9271,89981811,64950329,858972,752,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-2,-0.3,68,0.7,61,0.7,106,1.2,3926732,4.6,4019847,6.6,101281,13.4,27,3.7
19089,0,10,70,0,2016,1,,342,4083,4035,4122,33469054,24751084,320677,631,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,6,1.8,-34,-0.8,-84,-2.0,-54,-1.3,295510,0.9,-371486,-1.5,-3825,-1.2,14,2.3
19091,0,10,70,0,2016,1,,376,3977,3944,3983,40976397,28365794,271900,794,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-5,-1.3,131,3.4,90,2.3,65,1.7,5855662,16.7,1101829,4.0,56381,26.2,96,13.8
19093,0,10,70,0,2016,1,,298,3548,3542,3590,36781134,27644494,318417,795,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4,1.4,129,3.8,76,2.2,89,2.5,2512953,7.3,1780988,6.9,97043,43.8,34,4.5
19095,0,10,70,0,2016,1,,719,9732,9725,9816,85342604,72524412,2027193,673,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,60,9.1,521,5.7,567,6.2,488,5.2,-71997,-0.1,697285,1.0,549251,37.2,-39,-5.5
19097,0,10,70,0,2016,1,,685,6060,6112,6182,46203726,35918231,414551,581,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,8,1.2,-56,-0.9,50,0.8,2,0.0,-404443,-0.9,-23504,-0.1,114061,38.0,-5,-0.9
19099,0,10,70,0,2016,1,,922,11011,11077,11177,95733600,66174659,1312781,664,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,15,1.7,137,1.3,241,2.2,191,1.7,3675262,4.0,4418450,7.2,548854,71.8,14,2.2
19101,0,10,70,0,2016,1,,800,7439,7434,7513,66405451,48670903,830097,685,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,16,2.0,177,2.4,160,2.2,227,3.1,1703337,2.6,1943923,4.2,180584,27.8,1,0.1
19103,0,10,70,0,2016,1,,4095,80567,81997,81982,960220728,420708743,5698497,906,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,107,2.7,723,0.9,1544,1.9,939,1.2,22622165,2.4,946104,0.2,1158552,25.5,9,1.0
19105,0,10,70,0,2016,1,,629,6102,6058,6210,52876990,34717560,529359,664,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4,0.6,-248,-3.9,-254,-4.0,-154,-2.4,-1461251,-2.7,-508313,-1.4,73719,16.2,5,0.8
19107,0,10,70,0,2016,1,,315,2233,2234,2253,17397170,12238562,138111,597,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-3,-0.9,-106,-4.5,-84,-3.6,-42,-1.8,-920227,-5.0,-867282,-6.6,38658,38.9,-11,-1.8
19109,0,10,70,0,2016,1,,640,6823,6829,6874,67348431,49666688,432925,757,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1,0.2,90,1.3,137,2.0,81,1.2,395423,0.6,448605,0.9,62646,16.9,-7,-0.9
19111,0,10,70,0,2016,1,,1127,16546,16707,17029,173164985,132647251,3752451,795,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,21,1.9,-896,-5.1,-891,-5.1,-752,-4.2,-22056159,-11.3,-19985672,-13.1,1440831,62.3,-58,-6.8
19113,0,10,70,0,2016,1,,6642,127616,127526,128322,1584865642,1153402788,15136872,954,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,134,2.1,535,0.4,522,0.4,464,0.4,-70544740,-4.3,5888575,0.5,3265780,27.5,-46,-4.6
19115,0,10,70,0,2016,1,,271,3659,3678,3682,33359744,23555456,357923,699,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,16,6.3,48,1.3,67,1.9,87,2.4,1556148,4.9,1588360,7.2,93897,35.6,21,3.1
19117,0,10,70,0,2016,1,,236,3310,3312,3305,30377894,21631352,124679,706,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,0.0,-42,-1.3,-55,-1.6,-95,-2.8,277117,0.9,507120,2.4,22064,21.5,20,2.9
19119,0,10,70,0,2016,1,,491,4432,4447,4497,37178664,29284150,147301,641,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-3,-0.6,-54,-1.2,-14,-0.3,-33,-0.7,811818,2.2,712481,2.5,27428,22.9,18,2.9
19121,0,10,70,0,2016,1,,475,3626,3628,3727,30371609,20160777,356100,638,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,21,4.6,49,1.4,37,1.0,-85,-2.2,683557,2.3,555694,2.8,99494,38.8,14,2.2
19123,0,10,70,0,2016,1,,641,7847,7868,7971,73870999,50889974,557679,720,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2,0.3,-50,-0.6,-68,-0.9,47,0.6,2570786,3.6,2476332,5.1,49737,9.8,27,3.9
19125,0,10,70,0,2016,1,,998,16486,16433,16554,183274861,131761370,1856452,855,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,16,1.6,415,2.6,310,1.9,240,1.5,11181226,6.5,8230390,6.7,-72831,-3.8,36,4.4
19127,0,10,70,0,2016,1,,1029,17461,17493,17721,182870699,130844652,2399765,801,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,26,2.6,-69,-0.4,-187,-1.1,-46,-0.3,3782610,2.1,4469852,3.5,986639,69.8,21,2.7
19129,0,10,70,0,2016,1,,380,3810,3861,3925,40041894,21210829,261259,797,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,12,3.3,-71,-1.8,-24,-0.6,-7,-0.2,1872964,4.9,1635131,8.4,97309,59.4,44,5.8
19131,0,10,70,0,2016,1,,395,3712,3697,3777,33502969,27761026,310639,691,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2,0.5,265,7.7,301,8.9,317,9.2,2795171,9.1,3107368,12.6,59160,23.5,3,0.4
19133,0,10,70,0,2016,1,,301,2658,2671,2714,22463372,13738774,189438,645,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-10,-3.2,-94,-3.4,-50,-1.8,-34,-1.2,223205,1.0,646183,4.9,65544,52.9,21,3.4
19135,0,10,70,0,2016,1,,249,3342,3354,3351,34451616,29277690,399181,791,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2,0.8,-232,-6.5,-211,-5.9,-228,-6.4,-4763360,-12.1,-4492385,-13.3,49963,14.3,-53,-6.3
19137,0,10,70,0,2016,1,,400,4211,4228,4258,36691944,25406006,362549,667,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-4,-1.0,3,0.1,25,0.6,56,1.3,401333,1.1,627687,2.5,124961,52.6,3,0.5
19139,0,10,70,0,2016,1,,1190,23450,23325,23547,278812598,211490861,3160271,915,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-6,-0.5,783,3.5,770,3.4,766,3.4,13614821,5.1,13222416,6.7,329920,11.7,15,1.7
19141,0,10,70,0,2016,1,,582,6610,6559,6604,59605692,41934879,708547,696,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-11,-1.9,25,0.4,-7,-0.1,-46,-0.7,3529072,6.3,2187500,5.5,213900,43.2,42,6.4
19143,0,10,70,0,2016,1,,250,2326,2292,2359,20911487,15805944,138711,692,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4,1.6,69,3.1,31,1.4,74,3.2,311429,1.5,-205424,-1.3,26985,24.2,-7,-1.0
19145,0,10,70,0,2016,1,,492,5996,6009,6097,52314365,31792738,453787,667,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-13,-2.6,-304,-4.8,-276,-4.4,-248,-3.9,-3532596,-6.3,-2508625,-7.3,108976,31.6,-14,-2.1
19147,0,10,70,0,2016,1,,360,3766,3778,3804,31134026,23241865,184544,633,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-6,-1.6,59,1.6,104,2.8,101,2.7,44915,0.1,269312,1.2,33728,22.4,-14,-2.2
19149,0,10,70,0,2016,1,,838,10924,10938,11079,124199150,94659453,2060909,870,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-3,-0.4,372,3.5,364,3.4,367,3.4,8360830,7.2,6991595,8.0,641915,45.2,30,3.6
19151,0,10,70,0,2016,1,,298,2771,2781,2801,25076694,20103195,274227,693,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,0.0,9,0.3,8,0.3,-27,-1.0,814272,3.4,199851,1.0,9116,3.4,24,3.6
19153,0,10,70,0,2016,1,,16914,286356,287654,288541,3955493033,2587337595,35199258,1058,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,526,3.2,4520,1.6,4648,1.6,6424,2.3,24415154,0.6,60459849,2.4,8200756,30.4,-13,-1.2
19155,0,10,70,0,2016,1,,2544,37699,37700,38033,355299201,240682749,3401970,723,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-20,-0.8,-1548,-3.9,-1487,-3.8,-1539,-3.9,-13849675,-3.8,-18902913,-7.3,-245633,-6.7,1,0.1
19157,0,10,70,0,2016,1,,647,9263,9523,9666,95316045,62350140,942886,773,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-2,-0.3,-133,-1.4,104,1.1,269,2.9,244402,0.3,888154,1.4,276961,41.6,-5,-0.6
19159,0,10,70,0,2016,1,,184,1370,1360,1381,12522148,7512054,82699,703,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-6,-3.2,12,0.9,9,0.7,-4,-0.3,107382,0.9,-341472,-4.3,14799,21.8,3,0.4
19161,0,10,70,0,2016,1,,402,3010,3026,3072,27567810,20236313,323415,698,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-15,-3.6,-117,-3.7,-126,-4.0,-137,-4.3,-1609276,-5.5,-684936,-3.3,95156,41.7,-12,-1.7
19163,0,10,70,0,2016,1,,5543,88698,88481,89064,915074790,667573015,10856404,793,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,50,0.9,205,0.2,74,0.1,145,0.2,494129,0.1,-71647,0.0,2033299,23.0,-1,-0.1
19165,0,10,70,0,2016,1,,450,5834,5833,5923,52991713,37489456,360155,695,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-3,-0.7,-107,-1.8,-103,-1.7,-79,-1.3,-1181762,-2.2,-518314,-1.4,36790,11.4,-4,-0.6
19167,0,10,70,0,2016,1,,1423,19929,20008,20069,187453737,145306418,985823,721,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,45,3.3,97,0.5,236,1.2,117,0.6,10147531,5.7,9594728,7.1,168758,20.7,34,4.9
19169,0,10,70,0,2016,1,,2556,44425,44957,44625,516428680,258938779,2541348,889,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,32,1.3,433,1.0,464,1.0,134,0.3,-1091784,-0.2,-2701243,-1.0,-428117,-14.4,-9,-1.0
19171,0,10,70,0,2016,1,,444,5439,5485,5493,46862506,26296279,235980,659,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3,0.7,186,3.5,243,4.6,163,3.1,2807684,6.4,2688746,11.4,56095,31.2,17,2.6
19173,0,10,70,0,2016,1,,192,1922,1928,1921,15390636,11249614,77027,615,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-2,-1.0,-8,-0.4,11,0.6,-56,-2.8,-409937,-2.6,-407067,-3.5,9377,13.9,-11,-1.8
19175,0,10,70,0,2016,1,,436,6070,6096,6190,52306847,37418226,488957,658,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-8,-1.8,-196,-3.1,-156,-2.5,-86,-1.4,-1902407,-3.5,-1767447,-4.5,152372,45.3,-8,-1.2
19177,0,10,70,0,2016,1,,216,2010,1988,1973,14974850,9869127,196951,579,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,12,5.9,-69,-3.3,-76,-3.7,-97,-4.7,611698,4.3,1133095,13.0,59276,43.1,46,8.6
19179,0,10,70,0,2016,1,,910,15959,15946,16000,139655126,103678496,2070704,673,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-7,-0.8,81,0.5,0,0.0,-107,-0.7,-9269209,-6.2,-9123239,-8.1,618931,42.6,-44,-6.1
19181,0,10,70,0,2016,1,,993,10568,10505,10698,96394369,54895029,837742,700,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,8,0.8,391,3.8,305,3.0,344,3.3,8695516,9.9,3826517,7.5,155004,22.7,41,6.2
19183,0,10,70,0,2016,1,,791,7945,7976,8145,63816316,44532309,621674,612,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,17,2.2,-105,-1.3,-39,-0.5,31,0.4,1061844,1.7,592057,1.3,115620,22.8,13,2.2
19185,0,10,70,0,2016,1,,186,1843,1844,1861,15470531,8925228,101014,643,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-1,-0.5,-35,-1.9,-42,-2.2,-28,-1.5,-970023,-5.9,-171924,-1.9,36739,57.2,-28,-4.2
19187,0,10,70,0,2016,1,,1251,18987,18957,19253,196710043,141320710,2347240,794,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,12,1.0,928,5.1,891,4.9,1055,5.8,13242198,7.2,14435517,11.4,1032830,78.6,15,1.9
19189,0,10,70,0,2016,1,,399,4262,4229,4322,35611137,28047305,488980,641,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,0.0,50,1.2,60,1.4,80,1.9,49666,0.1,320445,1.2,81609,20.0,-9,-1.4
